Rep_Code,Order_Source,Order_Type,Order_Num,Customer_Number,Subcategory,Product_Code,Brand,Subseries,Revenue,Quantity,Invoice_Date,Order_Date,Segment,category
Rep009,S,RO,2D964A,4234,3B,P4,B5,Keyboards,2866,2,23MAR2010:12:00:00 AM,07JAN2009:12:00:00 AM,Public sector,Y
Rep004,E,RO,2D9A5W,8557,CA,P6,B4,Speakers,4083,4,24MAR2010:12:00:00 AM,09JAN2009:12:00:00 AM,Private Sector,X
Rep009,E,RO,2D9A5W,8557,TW,P9,B1,Monitors,678,4,25MAR2010:12:00:00 AM,09JAN2009:12:00:00 AM,Others,W
Rep004,E,RO,2D9A5W,8557,WB,P10,B2,Power Adaptors,1876,4,26MAR2010:12:00:00 AM,09JAN2009:12:00:00 AM,Public sector,Y
Rep002,S,RO,2D9A9E,6703,3B,P4,B1,Keyboards,3888,4,27MAR2010:12:00:00 AM,10JAN2009:12:00:00 AM,Large Enterprise,Y
Rep006,S,RO,2D9AJF,8813,LB,P6,B4,Speakers,1651,3,28MAR2010:12:00:00 AM,10JAN2009:12:00:00 AM,Public sector,Y
Rep006,E,RO,2D9C4P,9232,LB,P2,B5,Headsets & Microphones,3856,4,29MAR2010:12:00:00 AM,11JAN2009:12:00:00 AM,Large Enterprise,Y
Rep009,S,RO,2D9E02,353,Z,P9,B4,Monitors,2544,4,30MAR2010:12:00:00 AM,12JAN2009:12:00:00 AM,Private Sector,U
Rep002,E,RO,2D9E52,9873,3B,P2,B2,Headsets & Microphones,1563,3,31MAR2010:12:00:00 AM,12JAN2009:12:00:00 AM,Public sector,Y
Rep007,S,RO,2D9EW6,952,W,P8,B2,Hard Drives,515,2,01APR2010:12:00:00 AM,13JAN2009:12:00:00 AM,Public sector,N
Rep009,E,RO,2D9HKM,6965,3B,P1,B5,Batteries,4878,4,02APR2010:12:00:00 AM,14JAN2009:12:00:00 AM,Private Sector,Y
Rep004,S,RO,2D9KDL,2920,,P5,B3,Printers,3277,4,03APR2010:12:00:00 AM,14JAN2009:12:00:00 AM,Others,G
Rep001,E,RO,2D9KE3,2936,RB,P2,B4,Headsets & Microphones,4661,1,04APR2010:12:00:00 AM,14JAN2009:12:00:00 AM,Private Sector,Y
Rep002,E,RO,2D9KH6,5648,UN,P8,B4,Hard Drives,3112,1,05APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Private Sector,W
Rep006,S,RO,2D9KH6,5648,WB,P6,B3,Speakers,1812,3,06APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Public sector,Y
Rep002,S,RO,2D9KNJ,8948,1I,P4,B1,Keyboards,4857,3,07APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,G
Rep004,S,RO,2D9KNJ,8948,2I,P10,B5,Power Adaptors,720,2,08APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Large Enterprise,G
Rep007,S,RO,2D9LTJ,3675,3B,P6,B1,Speakers,3026,2,09APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Large Enterprise,Y
Rep002,S,RO,2D9MFR,4039,3B,P2,B2,Headsets & Microphones,4436,2,10APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,Y
Rep004,S,RO,2D9N75,6180,UN,P6,B2,Speakers,1293,1,11APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,W
Rep003,E,RO,2D9N75,6180,WB,P10,B3,Power Adaptors,2504,1,12APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,Y
Rep003,S,RO,2D9ND1,4666,A,P10,B3,Power Adaptors,1507,2,13APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,D
Rep008,S,RO,2D9ND7,4686,E,P8,B2,Hard Drives,787,3,14APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,D
Rep007,S,RO,2D9ND7,4686,DC,P2,B4,Headsets & Microphones,618,1,15APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Large Enterprise,P
Rep008,S,RO,2D9NDQ,4701,Y,P4,B1,Keyboards,3048,2,16APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Private Sector,A
Rep007,S,RO,2D9NF0,4723,A,P10,B1,Power Adaptors,4629,1,17APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,D
Rep001,S,RO,2D9NF0,4723,BI,P2,B1,Headsets & Microphones,742,1,18APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,U
Rep010,E,RO,2D9NH1,4773,CA,P8,B2,Hard Drives,3302,4,19APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Public sector,X
Rep007,E,RO,2D9NH1,4773,DI,P1,B5,Batteries,3767,1,20APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Others,A
Rep004,E,RO,2D9NJ7,4794,CA,P3,B4,Projectors,3161,4,21APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Private Sector,X
Rep003,E,RO,2D9NJ7,4794,TW,P10,B3,Power Adaptors,4461,4,22APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Large Enterprise,W
Rep002,S,RO,2D9NJ7,4794,3B,P8,B2,Hard Drives,3528,2,23APR2010:12:00:00 AM,15JAN2009:12:00:00 AM,Private Sector,Y
Rep005,S,RO,2D9NLH,4810,CA,P4,B1,Keyboards,3802,4,24APR2010:12:00:00 AM,16JAN2009:12:00:00 AM,Large Enterprise,X
Rep010,S,RO,2D9NLH,4810,3B,P3,B5,Projectors,2025,3,25APR2010:12:00:00 AM,16JAN2009:12:00:00 AM,Others,Y
Rep006,S,RO,2D9NP9,4916,3B,P5,B3,Printers,1753,3,26APR2010:12:00:00 AM,16JAN2009:12:00:00 AM,Large Enterprise,Y
Rep003,S,RO,2D9PDM,5343,RB,P4,B4,Keyboards,3303,1,27APR2010:12:00:00 AM,16JAN2009:12:00:00 AM,Private Sector,Y
Rep003,E,RO,2D9PH3,5385,UN,P7,B2,Power cables,2403,4,28APR2010:12:00:00 AM,16JAN2009:12:00:00 AM,Others,W
Rep010,E,RO,2D9PH3,5385,LB,P6,B4,Speakers,1596,1,29APR2010:12:00:00 AM,16JAN2009:12:00:00 AM,Public sector,Y
Rep009,E,RO,2D9PKY,5455,ZI,P6,B2,Speakers,2965,2,30APR2010:12:00:00 AM,16JAN2009:12:00:00 AM,Public sector,U
Rep003,S,RO,2D9QQ7,7297,ZI,P1,B1,Batteries,651,4,01MAY2010:12:00:00 AM,16JAN2009:12:00:00 AM,Public sector,U
Rep004,E,RO,2D9RRK,6610,UN,P8,B3,Hard Drives,1864,4,02MAY2010:12:00:00 AM,16JAN2009:12:00:00 AM,Others,W
Rep001,S,RO,2D9RRK,6610,XB,P4,B2,Keyboards,2172,1,03MAY2010:12:00:00 AM,16JAN2009:12:00:00 AM,Private Sector,Y
Rep002,E,RO,2D9RTE,3177,DI,P4,B5,Keyboards,1389,2,04MAY2010:12:00:00 AM,16JAN2009:12:00:00 AM,Public sector,A
Rep007,S,RO,2D9RTM,890,CA,P9,B1,Monitors,1049,2,05MAY2010:12:00:00 AM,16JAN2009:12:00:00 AM,Large Enterprise,X
Rep003,E,RO,2D9RTM,890,UN,P5,B5,Printers,1210,1,06MAY2010:12:00:00 AM,16JAN2009:12:00:00 AM,Large Enterprise,W
Rep005,E,RO,2D9RTM,890,3B,P8,B3,Hard Drives,2718,4,07MAY2010:12:00:00 AM,16JAN2009:12:00:00 AM,Public sector,Y
Rep001,E,RO,2D9T90,8792,LB,P8,B3,Hard Drives,1210,4,08MAY2010:12:00:00 AM,17JAN2009:12:00:00 AM,Others,Y
Rep007,S,RO,2D9VAM,7722,DI,P9,B1,Monitors,4261,1,09MAY2010:12:00:00 AM,18JAN2009:12:00:00 AM,Private Sector,A
Rep004,E,RO,2D9VW7,8127,UN,P4,B5,Keyboards,4079,2,10MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Others,W
Rep007,S,RO,2D9VW7,8127,RB,P7,B2,Power cables,2248,3,11MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Private Sector,Y
Rep002,E,RO,2D9VXD,8164,TW,P2,B3,Headsets & Microphones,3581,2,12MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Others,W
Rep006,E,RO,2D9VXD,8164,3B,P10,B5,Power Adaptors,2410,4,13MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Private Sector,Y
Rep003,E,RO,2D9VY2,8201,BI,P5,B2,Printers,821,4,14MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Private Sector,U
Rep005,S,RO,2D9W4Y,8275,KI,P7,B1,Power cables,1952,2,15MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Large Enterprise,A
Rep008,E,RO,2D9W4Y,8275,,P9,B3,Monitors,4258,3,16MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Public sector,G
Rep010,E,RO,2D9W7T,8357,LB,P8,B5,Hard Drives,2566,3,17MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Public sector,Y
Rep010,S,RO,2D9WF6,6953,3B,P1,B5,Batteries,3178,2,18MAY2010:12:00:00 AM,19JAN2009:12:00:00 AM,Private Sector,Y
Rep008,E,RO,2D9XRL,9340,ZI,P5,B5,Printers,4277,2,19MAY2010:12:00:00 AM,20JAN2009:12:00:00 AM,Large Enterprise,U
Rep010,S,RO,2D9YMQ,8833,LB,P10,B5,Power Adaptors,4178,1,20MAY2010:12:00:00 AM,20JAN2009:12:00:00 AM,Large Enterprise,Y
Rep007,E,RO,2DA0DC,3091,SI,P4,B5,Keyboards,1646,4,21MAY2010:12:00:00 AM,21JAN2009:12:00:00 AM,Public sector,A
Rep001,S,RO,2DA0DC,3091,XI,P1,B3,Batteries,1657,3,22MAY2010:12:00:00 AM,21JAN2009:12:00:00 AM,Others,E
Rep005,S,RO,2DA1C2,796,W,P4,B4,Keyboards,2459,4,23MAY2010:12:00:00 AM,21JAN2009:12:00:00 AM,Private Sector,N
Rep001,S,RO,2DA1DA,827,1I,P3,B3,Projectors,3816,1,24MAY2010:12:00:00 AM,21JAN2009:12:00:00 AM,Large Enterprise,G
Rep004,E,RO,2DA1DA,827,,P5,B1,Printers,1967,3,25MAY2010:12:00:00 AM,21JAN2009:12:00:00 AM,Public sector,G
Rep002,S,RO,2DA1DA,827,ZI,P7,B2,Power cables,2451,2,26MAY2010:12:00:00 AM,21JAN2009:12:00:00 AM,Large Enterprise,U
Rep006,E,RO,2DA2EW,1619,LB,P10,B5,Power Adaptors,3062,4,27MAY2010:12:00:00 AM,22JAN2009:12:00:00 AM,Private Sector,Y
Rep009,S,RO,2DA2JY,1681,3B,P10,B2,Power Adaptors,1035,1,28MAY2010:12:00:00 AM,22JAN2009:12:00:00 AM,Public sector,Y
Rep005,S,RO,2DA3FC,8169,TW,P1,B2,Batteries,920,4,29MAY2010:12:00:00 AM,22JAN2009:12:00:00 AM,Others,W
Rep009,S,RO,2DA3FC,8169,WB,P6,B3,Speakers,713,3,30MAY2010:12:00:00 AM,22JAN2009:12:00:00 AM,Others,Y
Rep010,E,RO,2DA3P2,9162,CI,P1,B2,Batteries,3905,2,31MAY2010:12:00:00 AM,22JAN2009:12:00:00 AM,Private Sector,B
Rep006,E,RO,2DA3P6,6080,UN,P10,B3,Power Adaptors,3287,3,01JUN2010:12:00:00 AM,22JAN2009:12:00:00 AM,Private Sector,W
Rep005,S,RO,2DA3P6,6080,RB,P3,B5,Projectors,2715,3,02JUN2010:12:00:00 AM,22JAN2009:12:00:00 AM,Others,Y
Rep008,E,RO,2DA441,2505,BI,P4,B2,Keyboards,3331,3,03JUN2010:12:00:00 AM,22JAN2009:12:00:00 AM,Large Enterprise,U
Rep007,S,RO,2DA441,2505,3B,P5,B4,Printers,2888,4,04JUN2010:12:00:00 AM,22JAN2009:12:00:00 AM,Others,Y
Rep010,E,RO,2DA492,2621,TW,P10,B5,Power Adaptors,3819,3,05JUN2010:12:00:00 AM,22JAN2009:12:00:00 AM,Others,W
Rep005,E,RO,2DA492,2621,WB,P5,B2,Printers,3901,4,06JUN2010:12:00:00 AM,22JAN2009:12:00:00 AM,Others,Y
Rep006,E,RO,2DA6AY,3889,SI,P3,B3,Projectors,831,1,07JUN2010:12:00:00 AM,24JAN2009:12:00:00 AM,Large Enterprise,A
Rep009,S,RO,2DA6AY,3889,YI,P6,B4,Speakers,1149,2,08JUN2010:12:00:00 AM,24JAN2009:12:00:00 AM,Large Enterprise,A
Rep001,S,RO,2DA6AY,3889,II,P8,B1,Hard Drives,3823,2,09JUN2010:12:00:00 AM,24JAN2009:12:00:00 AM,Public sector,D
Rep007,E,RO,2DA705,9392,TW,P2,B4,Headsets & Microphones,4969,1,10JUN2010:12:00:00 AM,24JAN2009:12:00:00 AM,Private Sector,W
Rep010,S,RO,2DA705,9392,XB,P7,B2,Power cables,3618,3,11JUN2010:12:00:00 AM,24JAN2009:12:00:00 AM,Others,Y
Rep001,S,RO,2DA77K,4670,Y,P7,B2,Power cables,1180,2,12JUN2010:12:00:00 AM,25JAN2009:12:00:00 AM,Private Sector,A
Rep003,E,RO,2DA7JP,6317,B,P8,B2,Hard Drives,4523,2,13JUN2010:12:00:00 AM,25JAN2009:12:00:00 AM,Private Sector,U
Rep009,E,RO,2DA7JP,6317,B,P7,B1,Power cables,2000,1,14JUN2010:12:00:00 AM,25JAN2009:12:00:00 AM,Large Enterprise,U
Rep003,S,RO,2DA7JP,6317,Z,P4,B1,Keyboards,1613,3,15JUN2010:12:00:00 AM,25JAN2009:12:00:00 AM,Others,U
Rep004,S,RO,2DA7KV,6317,DI,P1,B2,Batteries,689,4,16JUN2010:12:00:00 AM,25JAN2009:12:00:00 AM,Others,A
Rep004,S,RO,2DA8QA,2730,3B,P2,B5,Headsets & Microphones,1060,3,17JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Large Enterprise,Y
Rep004,E,RO,2DA95V,5776,CA,P8,B3,Hard Drives,3383,3,18JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Private Sector,X
Rep007,E,RO,2DA95V,5776,UN,P9,B5,Monitors,3916,2,19JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Large Enterprise,W
Rep010,E,RO,2DA95V,5776,XB,P5,B1,Printers,1848,1,20JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Private Sector,Y
Rep006,E,RO,2DA99N,5820,CA,P7,B5,Power cables,4458,1,21JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Public sector,X
Rep005,E,RO,2DA9AM,1159,DI,P5,B1,Printers,2036,1,22JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Large Enterprise,A
Rep009,E,RO,2DA9AM,1159,AI,P7,B4,Power cables,1165,4,23JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Others,M
Rep007,E,RO,2DA9E2,5912,1I,P5,B3,Printers,1844,2,24JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Public sector,G
Rep010,S,RO,2DA9E2,5912,1I,P2,B4,Headsets & Microphones,4364,3,25JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Others,G
Rep009,E,RO,2DA9NQ,6126,XX,P6,B2,Speakers,4138,2,26JUN2010:12:00:00 AM,26JAN2009:12:00:00 AM,Private Sector,Y
Rep008,E,RO,2DAA49,6380,TW,P9,B5,Monitors,4615,4,27JUN2010:12:00:00 AM,27JAN2009:12:00:00 AM,Others,W
Rep010,S,RO,2DAA49,6380,WB,P6,B4,Speakers,4800,2,28JUN2010:12:00:00 AM,27JAN2009:12:00:00 AM,Large Enterprise,Y
Rep002,E,RO,2DAA80,3546,UN,P3,B5,Projectors,1617,3,29JUN2010:12:00:00 AM,27JAN2009:12:00:00 AM,Large Enterprise,W
Rep008,S,RO,2DAA80,3546,3B,P4,B3,Keyboards,802,3,30JUN2010:12:00:00 AM,27JAN2009:12:00:00 AM,Large Enterprise,Y
Rep008,S,RO,2DADN8,7747,CA,P7,B5,Power cables,922,4,01JUL2010:12:00:00 AM,28JAN2009:12:00:00 AM,Large Enterprise,X
Rep009,S,RO,2DADWN,7837,OI,P2,B1,Headsets & Microphones,1842,1,02JUL2010:12:00:00 AM,28JAN2009:12:00:00 AM,Private Sector,G
Rep008,E,RO,2DAF70,8707,XB,P8,B4,Hard Drives,4155,2,03JUL2010:12:00:00 AM,29JAN2009:12:00:00 AM,Large Enterprise,Y
Rep001,S,RO,2DAFM1,8901,MB,P3,B5,Projectors,4711,4,04JUL2010:12:00:00 AM,29JAN2009:12:00:00 AM,Private Sector,C
Rep007,E,RO,2DAH8Q,9250,DI,P7,B5,Power cables,1600,4,05JUL2010:12:00:00 AM,29JAN2009:12:00:00 AM,Public sector,A
Rep004,E,RO,2DAJ3R,9784,W,P3,B4,Projectors,4543,3,06JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Large Enterprise,N
Rep004,S,RO,2DAJ43,8649,N,P5,B4,Printers,4555,3,07JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Large Enterprise,X
Rep002,E,RO,2DAJ56,3643,UN,P2,B5,Headsets & Microphones,683,3,08JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Private Sector,W
Rep003,S,RO,2DAJ56,3643,3B,P8,B5,Hard Drives,3441,1,09JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Others,Y
Rep009,S,RO,2DAJ6J,9828,DI,P7,B1,Power cables,638,1,10JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Others,A
Rep006,S,RO,2DAJJR,9950,DI,P7,B3,Power cables,1365,2,11JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Private Sector,A
Rep009,S,RO,2DAJRQ,82,BI,P7,B4,Power cables,1553,2,12JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Public sector,U
Rep009,E,RO,2DAK70,244,UN,P8,B1,Hard Drives,4513,2,13JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Large Enterprise,W
Rep005,S,RO,2DAK70,244,WB,P3,B4,Projectors,1521,1,14JUL2010:12:00:00 AM,30JAN2009:12:00:00 AM,Public sector,Y
Rep005,S,RO,2DAL1N,4178,3B,P7,B2,Power cables,4321,1,15JUL2010:12:00:00 AM,31JAN2009:12:00:00 AM,Private Sector,Y
Rep009,S,RO,2DAND8,1435,ZI,P7,B5,Power cables,4150,2,16JUL2010:12:00:00 AM,02FEB2009:12:00:00 AM,Public sector,U
Rep006,E,RO,2DANHC,2386,XB,P4,B2,Keyboards,1897,1,17JUL2010:12:00:00 AM,02FEB2009:12:00:00 AM,Private Sector,Y
Rep007,E,RO,2DAR55,4029,DI,P2,B4,Headsets & Microphones,1291,2,18JUL2010:12:00:00 AM,04FEB2009:12:00:00 AM,Public sector,A
Rep005,E,RO,2DARYW,4490,V,P9,B1,Monitors,837,1,19JUL2010:12:00:00 AM,04FEB2009:12:00:00 AM,Large Enterprise,A
Rep005,E,RO,2DATQE,1975,UN,P9,B4,Monitors,1524,1,20JUL2010:12:00:00 AM,05FEB2009:12:00:00 AM,Others,W
Rep008,E,RO,2DATQE,1975,3B,P9,B1,Monitors,842,2,21JUL2010:12:00:00 AM,05FEB2009:12:00:00 AM,Large Enterprise,Y
Rep010,E,RO,2DATX8,5114,1I,P4,B4,Keyboards,2590,2,22JUL2010:12:00:00 AM,05FEB2009:12:00:00 AM,Others,G
Rep009,E,RO,2DATX8,5114,BI,P8,B1,Hard Drives,2295,1,23JUL2010:12:00:00 AM,05FEB2009:12:00:00 AM,Others,U
Rep008,E,RO,2DAWQM,6133,CA,P8,B3,Hard Drives,1517,2,24JUL2010:12:00:00 AM,06FEB2009:12:00:00 AM,Public sector,X
Rep006,S,RO,2DAWQM,6133,RB,P9,B5,Monitors,4100,2,25JUL2010:12:00:00 AM,06FEB2009:12:00:00 AM,Others,Y
Rep009,S,RO,2DAXCE,6442,DI,P7,B3,Power cables,1253,1,26JUL2010:12:00:00 AM,06FEB2009:12:00:00 AM,Large Enterprise,A
Rep008,S,RO,2DAXCE,6442,Y,P7,B5,Power cables,668,3,27JUL2010:12:00:00 AM,06FEB2009:12:00:00 AM,Large Enterprise,A
Rep003,E,RO,2DAXCE,6442,2I,P5,B5,Printers,1996,1,28JUL2010:12:00:00 AM,06FEB2009:12:00:00 AM,Others,G
Rep007,E,RO,2DAY05,9135,WB,P9,B3,Monitors,4443,4,29JUL2010:12:00:00 AM,07FEB2009:12:00:00 AM,Public sector,Y
Rep008,E,RO,2DAY6R,9324,DI,P3,B1,Projectors,3024,4,30JUL2010:12:00:00 AM,07FEB2009:12:00:00 AM,Large Enterprise,A
Rep007,E,RO,2DAY6R,9324,BI,P1,B4,Batteries,1818,2,31JUL2010:12:00:00 AM,07FEB2009:12:00:00 AM,Others,U
Rep010,E,RO,2DAYMJ,7796,BI,P4,B1,Keyboards,1357,4,01AUG2010:12:00:00 AM,08FEB2009:12:00:00 AM,Others,U
Rep001,S,RO,2DC1XL,9017,DI,P7,B2,Power cables,3453,1,02AUG2010:12:00:00 AM,09FEB2009:12:00:00 AM,Private Sector,A
Rep005,S,RO,2DC2E1,9313,3B,P8,B1,Hard Drives,1155,3,03AUG2010:12:00:00 AM,10FEB2009:12:00:00 AM,Public sector,Y
Rep001,S,RO,2DC2PQ,8095,UN,P1,B4,Batteries,1548,3,04AUG2010:12:00:00 AM,10FEB2009:12:00:00 AM,Others,W
Rep007,E,RO,2DC2PQ,8095,LB,P3,B3,Projectors,2504,1,05AUG2010:12:00:00 AM,10FEB2009:12:00:00 AM,Public sector,Y
Rep009,E,RO,2DC2W0,8268,3B,P4,B1,Keyboards,4454,1,06AUG2010:12:00:00 AM,10FEB2009:12:00:00 AM,Public sector,Y
Rep010,S,RO,2DC4PF,7926,,P10,B3,Power Adaptors,2102,1,07AUG2010:12:00:00 AM,11FEB2009:12:00:00 AM,Public sector,G
Rep002,S,RO,2DC515,885,3B,P8,B4,Hard Drives,4651,3,08AUG2010:12:00:00 AM,11FEB2009:12:00:00 AM,Public sector,Y
Rep001,S,RO,2DC5E2,4132,UN,P9,B4,Monitors,2273,3,09AUG2010:12:00:00 AM,11FEB2009:12:00:00 AM,Private Sector,W
Rep001,S,RO,2DC5E2,4132,3B,P10,B5,Power Adaptors,4614,3,10AUG2010:12:00:00 AM,11FEB2009:12:00:00 AM,Large Enterprise,Y
Rep010,S,RO,2DC676,1627,LU,P5,B3,Printers,582,1,11AUG2010:12:00:00 AM,11FEB2009:12:00:00 AM,Others,Q
Rep005,S,RO,2DC68M,1592,CA,P7,B4,Power cables,4541,3,12AUG2010:12:00:00 AM,11FEB2009:12:00:00 AM,Others,X
Rep010,E,RO,2DC74K,4050,Y,P4,B4,Keyboards,4177,1,13AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Public sector,A
Rep003,S,RO,2DC82T,2938,3B,P5,B4,Printers,684,3,14AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Others,Y
Rep007,S,RO,2DC8KJ,3185,CA,P2,B1,Headsets & Microphones,4103,1,15AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Others,X
Rep002,S,RO,2DC8KJ,3185,UN,P5,B3,Printers,725,3,16AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Others,W
Rep002,S,RO,2DC8KJ,3185,3B,P8,B1,Hard Drives,4346,2,17AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Large Enterprise,Y
Rep003,S,RO,2DC8WT,8810,3B,P3,B5,Projectors,2817,3,18AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Large Enterprise,Y
Rep008,S,RO,2DC8XJ,3416,3B,P6,B4,Speakers,1544,4,19AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Private Sector,Y
Rep003,E,RO,2DC8XW,3425,3B,P2,B5,Headsets & Microphones,4147,4,20AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Large Enterprise,Y
Rep004,E,RO,2DC9C5,3361,UN,P10,B2,Power Adaptors,4517,3,21AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Public sector,W
Rep001,E,RO,2DC9C5,3361,3B,P8,B2,Hard Drives,2659,3,22AUG2010:12:00:00 AM,12FEB2009:12:00:00 AM,Public sector,Y
Rep010,E,RO,2DCA7L,4294,YI,P3,B3,Projectors,2859,1,23AUG2010:12:00:00 AM,13FEB2009:12:00:00 AM,Others,A
Rep002,S,RO,2DCDR9,6075,WB,P8,B1,Hard Drives,3477,2,24AUG2010:12:00:00 AM,15FEB2009:12:00:00 AM,Private Sector,Y
Rep010,E,RO,2DCFHF,7249,VI,P6,B5,Speakers,1505,1,25AUG2010:12:00:00 AM,16FEB2009:12:00:00 AM,Public sector,D
Rep005,S,RO,2DCFR8,7387,CA,P5,B5,Printers,1076,1,26AUG2010:12:00:00 AM,16FEB2009:12:00:00 AM,Private Sector,X
Rep003,E,RO,2DCFR8,7387,TW,P3,B5,Projectors,1015,3,27AUG2010:12:00:00 AM,16FEB2009:12:00:00 AM,Large Enterprise,W
Rep004,S,RO,2DCFR8,7387,WB,P1,B4,Batteries,2740,2,28AUG2010:12:00:00 AM,16FEB2009:12:00:00 AM,Public sector,Y
Rep004,S,RO,2DCFT9,7416,TW,P5,B2,Printers,4996,1,29AUG2010:12:00:00 AM,16FEB2009:12:00:00 AM,Public sector,W
Rep001,E,RO,2DCFT9,7416,3B,P6,B4,Speakers,1376,4,30AUG2010:12:00:00 AM,16FEB2009:12:00:00 AM,Large Enterprise,Y
Rep008,S,RO,2DCH41,7632,RB,P4,B3,Keyboards,2465,4,31AUG2010:12:00:00 AM,16FEB2009:12:00:00 AM,Large Enterprise,Y
Rep009,S,RO,2DCH73,1493,TW,P2,B1,Headsets & Microphones,4450,1,01SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Public sector,W
Rep008,S,RO,2DCH73,1493,WB,P7,B3,Power cables,4901,2,02SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Private Sector,Y
Rep001,S,RO,2DCHE1,7267,DI,P3,B5,Projectors,1044,3,03SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Public sector,A
Rep005,S,RO,2DCHE1,7267,RI,P9,B3,Monitors,611,4,04SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Public sector,M
Rep004,E,RO,2DCKWJ,9523,DI,P4,B4,Keyboards,921,3,05SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Others,A
Rep005,E,RO,2DCL0T,3243,II,P1,B5,Batteries,4502,2,06SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Private Sector,D
Rep010,S,RO,2DCL0T,3243,Z,P8,B3,Hard Drives,3525,3,07SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Others,U
Rep004,S,RO,2DCL0T,3243,XX,P10,B4,Power Adaptors,4254,1,08SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Others,Y
Rep005,S,RO,2DCL4D,9434,DB,P9,B4,Monitors,776,1,09SEP2010:12:00:00 AM,17FEB2009:12:00:00 AM,Public sector,W
Rep001,E,RO,2DCNVV,1447,CA,P1,B4,Batteries,1523,3,10SEP2010:12:00:00 AM,18FEB2009:12:00:00 AM,Public sector,X
Rep007,S,RO,2DCP9Y,5826,DI,P5,B3,Printers,3919,4,11SEP2010:12:00:00 AM,18FEB2009:12:00:00 AM,Large Enterprise,A
Rep004,E,RO,2DCPAT,3569,DI,P5,B4,Printers,543,3,12SEP2010:12:00:00 AM,18FEB2009:12:00:00 AM,Large Enterprise,A
Rep009,S,RO,2DCPC6,4589,3B,P9,B2,Monitors,1195,4,13SEP2010:12:00:00 AM,18FEB2009:12:00:00 AM,Large Enterprise,Y
